Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
Thamaraiselvan.r,DMK,0,Not Given,50,Dharmapuri + Tamil Nadu,16722502,0,2014
Vanaroja R   Winner ,AIADMK,0,Post Graduate,55,Tiruvannamalai + Tamil Nadu,3700000,0,2014
Anbalagan D,IND,0,Graduate Professional,38,Tiruvannamalai + Tamil Nadu,436200,0,2014
Annadurai A,IND,0,Illiterate,45,Tiruvannamalai + Tamil Nadu,200000,0,2014
Annadurai B,IND,0,Not Given,46,Tiruvannamalai + Tamil Nadu,220000,0,2014
Annadurai C N,DMK,0,Graduate,41,Tiruvannamalai + Tamil Nadu,116791971,48430837,2014
Aruljothi A,IND,0,Graduate,34,Tiruvannamalai + Tamil Nadu,125000,18000,2014
Arumugam C,SP,0,12th Pass,38,Tiruvannamalai + Tamil Nadu,2175777,0,2014
Arumugam R,IND,0,10th Pass,35,Tiruvannamalai + Tamil Nadu,1533000,0,2014
Arunachalam P,IND,0,Graduate,41,Tiruvannamalai + Tamil Nadu,879897,0,2014
Baskaran M R,BSP,0,8th Pass,49,Tiruvannamalai + Tamil Nadu,3002000,79000,2014
Ediroli Manian G,PMK,0,Post Graduate,51,Tiruvannamalai + Tamil Nadu,6695071,839500,2014
Kamaraj M,IND,0,5th Pass,44,Tiruvannamalai + Tamil Nadu,507000,0,2014
Kothandapani B,IND,0,10th Pass,35,Tiruvannamalai + Tamil Nadu,300000,0,2014
Loganathan P,IND,0,10th Pass,36,Tiruvannamalai + Tamil Nadu,180000,0,2014
Manikkavel M R,JD(S),0,10th Pass,72,Tiruvannamalai + Tamil Nadu,1030000,0,2014
Murugan P,IND,0,Post Graduate,32,Tiruvannamalai + Tamil Nadu,23000,0,2014
Murugesan K,IND,0,12th Pass,51,Tiruvannamalai + Tamil Nadu,4808164,0,2014
Prabakaran L,IND,0,10th Pass,33,Tiruvannamalai + Tamil Nadu,535000,0,2014
Ramesh P,IND,0,Others,33,Tiruvannamalai + Tamil Nadu,247000,0,2014
Ravindran T,Tamil Nadu Makkal Congress,0,10th Pass,35,Tiruvannamalai + Tamil Nadu,280000,114000,2014
Senthil S,IND,0,Others,33,Tiruvannamalai + Tamil Nadu,3714000,0,2014
Subramaniyan A,INC,0,Graduate Professional,55,Tiruvannamalai + Tamil Nadu,10376045,864317,2014
Vaithiyanathan S,IND,0,12th Pass,66,Tiruvannamalai + Tamil Nadu,1120000,0,2014
Velmurugan A,IND,0,Others,38,Tiruvannamalai + Tamil Nadu,50000,0,2014
V.elumalai   Winner ,AIADMK,0,Graduate Professional,58,Arani + Tamil Nadu,70492462,25000,2014
A.ganesan,BSP,0,8th Pass,55,Arani + Tamil Nadu,2110000,0,2014
A.k.moorthy,PMK,0,Post Graduate,50,Arani + Tamil Nadu,55271210,17008423,2014
A.mahadevan,IND,0,12th Pass,31,Arani + Tamil Nadu,577000,0,2014
H.senthilkumar,IND,0,10th Pass,31,Arani + Tamil Nadu,5287542,0,2014
K.elumalai,IND,0,10th Pass,51,Arani + Tamil Nadu,490500,0,2014
K.moorthy,IND, 1 ,12th Pass,38,Arani + Tamil Nadu,112000,0,2014
M.durairaj,IND,0,Post Graduate,55,Arani + Tamil Nadu,350000,0,2014
M.k.vishnu Prasad,INC, 1 ,Graduate Professional,42,Arani + Tamil Nadu,110571761,23691877,2014
M.munusamy,IND,0,8th Pass,59,Arani + Tamil Nadu,296000,0,2014
P.loganathan,IND,0,8th Pass,36,Arani + Tamil Nadu,1213000,0,2014
R.saraswathi,IND,0,12th Pass,41,Arani + Tamil Nadu,375000,15000,2014
R.sivanandam,DMK, 10 ,10th Pass,65,Arani + Tamil Nadu,130816910,64526381,2014
S.elumalai,IND,0,5th Pass,60,Arani + Tamil Nadu,6362653,0,2014
S.manikandan,IND,0,12th Pass,36,Arani + Tamil Nadu,165324,0,2014
S.ramamoorthy,IND,0,10th Pass,38,Arani + Tamil Nadu,230000,0,2014
S.senthilnathan,IND,0,Post Graduate,45,Arani + Tamil Nadu,6676752,1837784,2014
V.anna Venkatesh,Anaithindia Dravidar Samudaya Munnetra Kazhag,0,Graduate,58,Arani + Tamil Nadu,835000,0,2014
V.moorthy,IND,0,5th Pass,58,Arani + Tamil Nadu,380500,0,2014
S. Rajendran   Winner ,AIADMK,0,Graduate,57,Viluppuram + Tamil Nadu,6200000,2371331,2014
A.ramesh,IND,0,10th Pass,34,Viluppuram + Tamil Nadu,350000,0,2014
D.elumalai,IND,0,Graduate,28,Viluppuram + Tamil Nadu,40000,0,2014
G. Anandhan,CPI(M), 1 ,10th Pass,53,Viluppuram + Tamil Nadu,192800,21500,2014
K. Arasan,IND,0,Illiterate,63,Viluppuram + Tamil Nadu,630000,0,2014
K. Muthayian,DMK,0,Post Graduate,54,Viluppuram + Tamil Nadu,74251826,22432121,2014
K.desingu,IND,0,8th Pass,45,Viluppuram + Tamil Nadu,395000,0,2014
K.kaliyamurthy,BSP, 1 ,10th Pass,48,Viluppuram + Tamil Nadu,1150000,0,2014
K.rajamanickam,IND,0,12th Pass,41,Viluppuram + Tamil Nadu,212500,0,2014
K.rani,INC,0,Post Graduate,55,Viluppuram + Tamil Nadu,41275211,8973429,2014
K.srinivasan,IND,0,Literate,60,Viluppuram + Tamil Nadu,253000,0,2014
K.umasankar,DMDK,0,Post Graduate,39,Viluppuram + Tamil Nadu,11251249,1291251,2014
M. Venkatesan,CPI(ML)L,0,Graduate,43,Viluppuram + Tamil Nadu,781450,32500,2014
M.kathirvel,IND,0,5th Pass,44,Viluppuram + Tamil Nadu,1501500,0,2014
M.umashankar,IND,0,Literate,41,Viluppuram + Tamil Nadu,30000,0,2014
N.muthaiyan,IND,0,8th Pass,38,Viluppuram + Tamil Nadu,20500,0,2014
P.muthaiyan,IND,0,Illiterate,60,Viluppuram + Tamil Nadu,142500,0,2014
R.arumugam,IND,0,Graduate,44,Viluppuram + Tamil Nadu,350000,200000,2014
S.devi,IND, 8 ,10th Pass,38,Viluppuram + Tamil Nadu,5575000,1200000,2014
Venkatesan S,IND,0,Graduate,42,Viluppuram + Tamil Nadu,210391,0,2014
K. Kamaraj   Winner ,AIADMK,0,Post Graduate,48,Kallakurichi + Tamil Nadu,35459256,544099,2014
A.govindasamy,IND,0,8th Pass,48,Kallakurichi + Tamil Nadu,1891000,300000,2014
A.k.perumal,Jharkhand Mukti Morcha (Ulgulan),0,Post Graduate,51,Kallakurichi + Tamil Nadu,5302255,0,2014
A.shajahan,IND,0,Graduate Professional,65,Kallakurichi + Tamil Nadu,4402000,325000,2014
Devadass. R,INC, 1 ,Graduate Professional,61,Kallakurichi + Tamil Nadu,76577515,6568797,2014
G.bojan,IND,0,8th Pass,42,Kallakurichi + Tamil Nadu,422000,0,2014
K. Sekar,IND,0,10th Pass,59,Kallakurichi + Tamil Nadu,52000,0,2014
K.mohammed Yasin,AAP,0,Others,35,Kallakurichi + Tamil Nadu,2457180,312000,2014
K.vellaiyan,IND,0,5th Pass,48,Kallakurichi + Tamil Nadu,2575000,295000,2014
K.vetrivel,IND,0,12th Pass,28,Kallakurichi + Tamil Nadu,1003333,931833,2014
Kamaraj. R,IND,0,10th Pass,35,Kallakurichi + Tamil Nadu,268440,0,2014
M.p.mannan,IND,0,Post Graduate,53,Kallakurichi + Tamil Nadu,567061,0,2014
P.narayansamy,IND, 1 ,10th Pass,43,Kallakurichi + Tamil Nadu,1714800,225000,2014
R.manimaran,DMK,0,Post Graduate,51,Kallakurichi + Tamil Nadu,23653826,1121682,2014
R.pandiyan,IND,0,10th Pass,58,Kallakurichi + Tamil Nadu,1671563,0,2014
S.lakshmanan,IND,0,8th Pass,60,Kallakurichi + Tamil Nadu,575000,0,2014
S.madhaiyan,IND,0,Illiterate,48,Kallakurichi + Tamil Nadu,550000,44000,2014
S.sakthivel,BSP,0,Others,50,Kallakurichi + Tamil Nadu,1355000,0,2014
T.ramachandiran,IND,0,5th Pass,56,Kallakurichi + Tamil Nadu,52095,0,2014
V.p.eswaran,DMDK,0,Post Graduate,69,Kallakurichi + Tamil Nadu,98021861,5000000,2014
Varadan. M,IND,0,Post Graduate,61,Kallakurichi + Tamil Nadu,1531000,975000,2014
Vennila. K,IND,0,10th Pass,44,Kallakurichi + Tamil Nadu,2390900,200000,2014
Pannerselvam.v   Winner ,AIADMK,0,Graduate Professional,55,Salem + Tamil Nadu,32268097,253282,2014
Abdul Wahid I,IND,0,Post Graduate,31,Salem + Tamil Nadu,1800,0,2014
Arumugam M,IND,0,10th Pass,73,Salem + Tamil Nadu,11075983,0,2014
Chinnusamy N,IND,0,5th Pass,47,Salem + Tamil Nadu,451500,0,2014
Govindaraju K,IND,0,8th Pass,37,Salem + Tamil Nadu,1745550,78214,2014
Kandasamy R,IND,0,10th Pass,62,Salem + Tamil Nadu,31000,0,2014
Kuppayee R,IND,0,12th Pass,35,Salem + Tamil Nadu,150000,0,2014
M Ahamed Shahjahan,IND,0,Post Graduate,45,Salem + Tamil Nadu,4100000,0,2014
Mass Ganesh A,Thrinamool Tamil Nadu Congress,0,10th Pass,53,Salem + Tamil Nadu,275100,0,2014
Nandakumar G,IND,0,Others,38,Salem + Tamil Nadu,6137168,0,2014
Panneerselvam N,IND, 1 ,8th Pass,39,Salem + Tamil Nadu,1135000,425000,2014
Prakasam R,IND,0,12th Pass,34,Salem + Tamil Nadu,2971359,0,2014
R Venkatesan,RPI(A),0,5th Pass,29,Salem + Tamil Nadu,175000,0,2014
Raja A,IND, 1 ,8th Pass,47,Salem + Tamil Nadu,1971000,0,2014
Rajakannu A,IND,0,8th Pass,31,Salem + Tamil Nadu,691401,0,2014
Rangarajan Mohan Kumaramangalam,INC,0,Post Graduate,35,Salem + Tamil Nadu,240204511,26229574,2014
Sakthivel S,IND,0,8th Pass,45,Salem + Tamil Nadu,3100000,0,2014
Satheesh Kumar E,AAP,0,Post Graduate,39,Salem + Tamil Nadu,11428000,2416872,2014
Senthil Kumar M,IND,0,Graduate,35,Salem + Tamil Nadu,149900,0,2014
Shanmugam G,Makkal Manadu Katchi,0,8th Pass,44,Salem + Tamil Nadu,25000,0,2014
Sudhish L K,DMDK, 6 ,Graduate,47,Salem + Tamil Nadu,339159159,96626000,2014
Thiagarajan K,IND,0,12th Pass,40,Salem + Tamil Nadu,856000,100000,2014
Umarani S W/o Sivakumar,IND,0,8th Pass,41,Salem + Tamil Nadu,730000,0,2014
Umarani. S W/o Selvaraj,DMK,0,Post Graduate,54,Salem + Tamil Nadu,13571624,963005,2014
Vinayagamoorthi T,BSP,0,10th Pass,39,Salem + Tamil Nadu,197000,0,2014
Sundaram P.r   Winner ,AIADMK,0,Graduate,62,Namakkal + Tamil Nadu,126539914,92677412,2014
Chellakumarasamy.t.s,AAP,0,Post Graduate,41,Namakkal + Tamil Nadu,43275164,2061000,2014
Dharmalingam.m,IND,0,8th Pass,32,Namakkal + Tamil Nadu,420000,0,2014
Gandhiselvan.s,DMK,0,Post Graduate,50,Namakkal + Tamil Nadu,33049195,800000,2014
Gnanapandithan.p,RPI(A),0,Illiterate,48,Namakkal + Tamil Nadu,146000,0,2014
Gunasekaran.s,IND, 4 ,8th Pass,33,Namakkal + Tamil Nadu,480184,81600,2014
Kalaivanan.m,JD(S),0,Graduate Professional,54,Namakkal + Tamil Nadu,1158000,0,2014
Krishnan.m,IND,0,Graduate Professional,35,Namakkal + Tamil Nadu,1000,0,2014
Murali.v,IND,0,Graduate,46,Namakkal + Tamil Nadu,1425800,0,2014
Natarajan.m,IND,0,8th Pass,47,Namakkal + Tamil Nadu,17205000,1400000,2014
Panneerselvam.s,IND,0,12th Pass,49,Namakkal + Tamil Nadu,2086049,0,2014
Perumal.a,IND,0,12th Pass,61,Namakkal + Tamil Nadu,4196631,390477,2014
Ponmudi.p,IND,0,Others,41,Namakkal + Tamil Nadu,488500,0,2014
Ramajeyam.g,IND,0,12th Pass,58,Namakkal + Tamil Nadu,996000,0,2014
Ramasamy.n,IND,0,Illiterate,60,Namakkal + Tamil Nadu,30000,0,2014
Ramasamy.p,IND,0,12th Pass,49,Namakkal + Tamil Nadu,605332,0,2014
Sakthivel.s.p,IND,0,5th Pass,38,Namakkal + Tamil Nadu,1265000,0,2014
Selvam.g,IND,0,Post Graduate,40,Namakkal + Tamil Nadu,91614000,2000000,2014
Selvaraj.r,BSP,0,8th Pass,50,Namakkal + Tamil Nadu,201000,0,2014
Selvaraj.s,IND,0,8th Pass,40,Namakkal + Tamil Nadu,3271000,0,2014
Sivaji.s.m,IND,0,5th Pass,50,Namakkal + Tamil Nadu,0,0,2014
Subramani.s,IND,0,10th Pass,44,Namakkal + Tamil Nadu,475000,0,2014
Subramaniyan G.r,INC,0,Post Graduate,42,Namakkal + Tamil Nadu,60136119,26717382,2014
Vadivel.r,Ulzaipali Makkal Katchy,0,12th Pass,48,Namakkal + Tamil Nadu,136000,0,2014
Vel.s.k,DMDK,0,Graduate Professional,57,Namakkal + Tamil Nadu,93414188,20086406,2014
Velusamy.s,Tamil Nadu Makkal Congress, 1 ,10th Pass,36,Namakkal + Tamil Nadu,6495000,1930000,2014
Selvakumara Chinnayan S   Winner ,AIADMK,0,Post Graduate,55,Erode + Tamil Nadu,47459708,0,2014
Duraisamy.a,IND,0,5th Pass,34,Erode + Tamil Nadu,19312,0,2014
Ganesha Murthi.a,MDMK, 1 ,Graduate,66,Erode + Tamil Nadu,29856503,2512561,2014
Gopi P,INC,0,Literate,39,Erode + Tamil Nadu,19406959,895121,2014
Gunasekaran T.k,United Communist Party of India,0,10th Pass,52,Erode + Tamil Nadu,21195000,5200000,2014
Kumarasamy K.k,AAP,0,Graduate Professional,73,Erode + Tamil Nadu,11661670,2200000,2014
Mayilsamy K,IND,0,Graduate,34,Erode + Tamil Nadu,365500,20000,2014
Murugesan_s,IND,0,5th Pass,52,Erode + Tamil Nadu,2566000,0,2014
Palaniappan Josiyar C.m,CPI(ML) Red Star,0,Illiterate,67,Erode + Tamil Nadu,20000,0,2014
Pavithravalli H,DMK,0,Post Graduate,27,Erode + Tamil Nadu,37629685,3680000,2014
Rajagopal V,IND,0,12th Pass,44,Erode + Tamil Nadu,327000,0,2014
Sethupathy,BSP, 1 ,Graduate,60,Erode + Tamil Nadu,14267730,100000,2014
Thangaraj V,IND,0,5th Pass,50,Erode + Tamil Nadu,500,0,2014
Vijayakumar S,IND,0,Graduate,33,Erode + Tamil Nadu,1025551,0,2014
V.sathyabama   Winner ,AIADMK, 2 ,Post Graduate,43,Tiruppur + Tamil Nadu,28108573,2475755,2014
A.k.sheikdavood,IND,0,Graduate,50,Tiruppur + Tamil Nadu,0,0,2014
A.mogheeth Khan,IND,0,Graduate,27,Tiruppur + Tamil Nadu,3253500,1475000,2014
A.ponnusamy,IND,0,Literate,53,Tiruppur + Tamil Nadu,1581000,0,2014
E.v.k.s. Elangovan,INC, 3 ,Graduate,65,Tiruppur + Tamil Nadu,153853744,18850000,2014
J.laxmi,CPI(ML) Red Star,0,8th Pass,42,Tiruppur + Tamil Nadu,3788740,1181573,2014
K.senthilkumar,IND,0,5th Pass,34,Tiruppur + Tamil Nadu,44100,0,2014
K.subbarayan,CPI,0,10th Pass,66,Tiruppur + Tamil Nadu,6836109,0,2014
M.palanisamy,IND,0,10th Pass,60,Tiruppur + Tamil Nadu,7050442,1000000,2014
M.rajendran,IND,0,12th Pass,54,Tiruppur + Tamil Nadu,300000,0,2014
M.senthilnathan,DMK,0,Post Graduate,71,Tiruppur + Tamil Nadu,203278896,127959469,2014
N.dineshkumar,DMDK, 3 ,Post Graduate,35,Tiruppur + Tamil Nadu,132560738,29692857,2014
N.gurusamy,BSP,0,Post Graduate,62,Tiruppur + Tamil Nadu,5941492,0,2014
N.sivakumar,Ulzaipali Makkal Katchy,0,5th Pass,34,Tiruppur + Tamil Nadu,400000,0,2014
P.balasubramaniyan,IND,0,Not Given,57,Tiruppur + Tamil Nadu,332000,0,2014
P.selvaboobathi,IND,0,5th Pass,26,Tiruppur + Tamil Nadu,155639,0,2014
Pastor A.james,IND,0,10th Pass,40,Tiruppur + Tamil Nadu,31000,0,2014
R.chakravarthi Raja Gopala Krishnan,AAP,0,Post Graduate,59,Tiruppur + Tamil Nadu,325925000,0,2014
R.gopalsamy,Lok Satta Party,0,Post Graduate,39,Tiruppur + Tamil Nadu,851533,191088,2014
R.murugesan,Makkal Manadu Katchi,0,Literate,53,Tiruppur + Tamil Nadu,5000,0,2014
R.nandhakumar,IND,0,8th Pass,44,Tiruppur + Tamil Nadu,46600,0,2014
R.r.murugan,IND,0,Post Graduate,47,Tiruppur + Tamil Nadu,1158000,0,2014
R.sathyabama,IND,0,Post Graduate,49,Tiruppur + Tamil Nadu,97000,0,2014
R.sathyabhama,IND,0,8th Pass,37,Tiruppur + Tamil Nadu,1071000,90000,2014
S.k.dineshkumar,IND,0,10th Pass,28,Tiruppur + Tamil Nadu,92000,0,2014
T.s.senthilkumar,IND,0,10th Pass,29,Tiruppur + Tamil Nadu,130600,0,2014
"Gopalakrishnan, C.   Winner ",AIADMK,0,Post Graduate,52,Nilgiris + Tamil Nadu,10941189,1224754,2014
"Balan, P.p.",IND,0,Post Graduate,68,Nilgiris + Tamil Nadu,0,0,2014
"Eswaran, T.",Makkal Manadu Katchi,0,8th Pass,53,Nilgiris + Tamil Nadu,10000,0,2014
"Gandhi, P.",INC,0,Graduate,54,Nilgiris + Tamil Nadu,3575000,538000,2014
"Gunasekaran, K.",RPI(A),0,12th Pass,28,Nilgiris + Tamil Nadu,87000,0,2014
"Kala, M.",BSP,0,Post Graduate,44,Nilgiris + Tamil Nadu,196000,0,2014
"Ponnusamy, P.",CPI(ML) Red Star, 1 ,Illiterate,37,Nilgiris + Tamil Nadu,0,0,2014
"Raja, A.",DMK, 1 ,Graduate Professional,50,Nilgiris + Tamil Nadu,36055771,3965347,2014
"Rani, M.t.",AAP,0,Post Graduate,60,Nilgiris + Tamil Nadu,6000000,0,2014
"Subramaniyam, P.",IND,0,Literate,68,Nilgiris + Tamil Nadu,1005000,0,2014
"Nagarajan, P.   Winner ",AIADMK,0,Graduate Professional,52,Coimbatore + Tamil Nadu,34306545,2235538,2014
"Abdul Salam, A.",IND,0,5th Pass,38,Coimbatore + Tamil Nadu,1768600,700000,2014
"Alphonesraj, M.",IND,0,5th Pass,45,Coimbatore + Tamil Nadu,261500,0,2014
Anbuselvan.,IND,0,Graduate Professional,37,Coimbatore + Tamil Nadu,5831644,2900000,2014
"Chandran, D.",CPI(ML)L,0,Graduate,44,Coimbatore + Tamil Nadu,3388439,1651255,2014
"Doraisamy, A.",Makkal Manadu Katchi,0,8th Pass,61,Coimbatore + Tamil Nadu,5000,0,2014
"Ganeshkumar, K.",DMK,0,Graduate Professional,57,Coimbatore + Tamil Nadu,12964091,222000,2014
"Jagadeeswaran, S.",Ulzaipali Makkal Katchy,0,10th Pass,38,Coimbatore + Tamil Nadu,161000,15000,2014
"Jerlld Amalajothi, I.",IND,0,10th Pass,37,Coimbatore + Tamil Nadu,943000,0,2014
"Kalapirar Kuppusamy, C.",CPI(ML) Red Star,0,8th Pass,54,Coimbatore + Tamil Nadu,2000,0,2014
"Kanagasabapathy, G.",IND,0,5th Pass,37,Coimbatore + Tamil Nadu,19500,0,2014
"Kittusamy, P.",IND,0,5th Pass,53,Coimbatore + Tamil Nadu,80000,0,2014
"Mohanraj, K.",IND,0,8th Pass,47,Coimbatore + Tamil Nadu,80000,0,2014
"Nagaraj, S.",IND,0,5th Pass,34,Coimbatore + Tamil Nadu,140000,0,2014
"Natarajan, P.r.",CPI(M), 1 ,12th Pass,63,Coimbatore + Tamil Nadu,4126060,0,2014
Pon Chandran.,AAP, 1 ,Post Graduate,60,Coimbatore + Tamil Nadu,6278508,0,2014
"Prabhu, R.",INC,0,Post Graduate,66,Coimbatore + Tamil Nadu,609497080,112606039,2014
"Radhakrishnan, C.p.",BJP,0,Graduate,56,Coimbatore + Tamil Nadu,663198857,35999300,2014
"Radhakrishnan, R.",IND,0,5th Pass,54,Coimbatore + Tamil Nadu,100000,0,2014
"Rajagopal, M.",IND,0,10th Pass,62,Coimbatore + Tamil Nadu,6447504,120000,2014
"Ranjithkumar, M.",IND,0,5th Pass,38,Coimbatore + Tamil Nadu,1641250,226000,2014
"Sridharan, S.",IND,0,10th Pass,40,Coimbatore + Tamil Nadu,140000,0,2014
"Subash, K.r.",IND,0,10th Pass,40,Coimbatore + Tamil Nadu,5818000,1950000,2014
"Tamilnadu Selvam, Era.",BSP,0,5th Pass,50,Coimbatore + Tamil Nadu,35000,0,2014
"Tamilselvan, K.",IND,0,Graduate Professional,46,Coimbatore + Tamil Nadu,425000,0,2014
Mahendran.c   Winner ,AIADMK,0,Post Graduate,42,Pollachi + Tamil Nadu,231430367,18128825,2014
Deivasigamani.k,IND,0,10th Pass,54,Pollachi + Tamil Nadu,9050000,0,2014
Easwaran . R,IND,0,8th Pass,43,Pollachi + Tamil Nadu,2391135,600000,2014
Eswaran.e.r.,BJP,0,Graduate Professional,52,Pollachi + Tamil Nadu,283641697,146250595,2014
Karthikeyan. Pon,IND,0,12th Pass,43,Pollachi + Tamil Nadu,11346000,0,2014
Kathiravan. K,IND,0,Post Graduate,31,Pollachi + Tamil Nadu,522,0,2014
Kathiresan. L,IND,0,Post Graduate,41,Pollachi + Tamil Nadu,5377000,300000,2014
Mahendran. M,IND,0,Literate,44,Pollachi + Tamil Nadu,13000,9000,2014
Manoharan.m,BSP,0,Graduate Professional,32,Pollachi + Tamil Nadu,2602000,0,2014
Mary Stella. M,IND,0,8th Pass,47,Pollachi + Tamil Nadu,6658000,2625000,2014
Palanisamy. N,IND,0,8th Pass,49,Pollachi + Tamil Nadu,7658116,5200000,2014
Palanisamy. V,IND,0,Literate,46,Pollachi + Tamil Nadu,1486600,325000,2014
Pongalur Palanisamy.n,DMK, 3 ,Graduate,67,Pollachi + Tamil Nadu,406806230,0,2014
Prabhu. J,IND,0,12th Pass,34,Pollachi + Tamil Nadu,145000,0,2014
Rajendran. M,IND,0,12th Pass,47,Pollachi + Tamil Nadu,129378,0,2014
Ramasamy. K,IND,0,Graduate,63,Pollachi + Tamil Nadu,7571000,0,2014
Sathish Kumar .l,SP,0,Post Graduate,39,Pollachi + Tamil Nadu,497545,0,2014
Selvaraj,INC,0,Post Graduate,56,Pollachi + Tamil Nadu,54282853,8800000,2014
Udhaya Kumar .m   Winner ,AIADMK,0,Post Graduate,45,Dindigul + Tamil Nadu,27810000,2800000,2014
Bagatsingh Palanichamy M,BSP, 1 ,8th Pass,56,Dindigul + Tamil Nadu,1625034,0,2014
Balasubramani.r,Ulzaipali Makkal Katchy,0,12th Pass,39,Dindigul + Tamil Nadu,1511000,0,2014
Chandramohan P,IND,0,10th Pass,60,Dindigul + Tamil Nadu,3422000,0,2014
Chitthan N.s.v,INC,0,Graduate,80,Dindigul + Tamil Nadu,27649207,0,2014
Dhandabani.k,IND,0,10th Pass,42,Dindigul + Tamil Nadu,1191095,425000,2014
Elanchezhian.s,AAP,0,Graduate Professional,36,Dindigul + Tamil Nadu,10729709,0,2014
Gandhirajan S,DMK,0,Graduate Professional,63,Dindigul + Tamil Nadu,64318720,13001000,2014
Krishnamoorthy A,DMDK,0,Graduate Professional,41,Dindigul + Tamil Nadu,11703000,0,2014
Kuppuraj C,IND,0,Post Graduate,32,Dindigul + Tamil Nadu,2160000,0,2014
Manivannan N,IND,0,Post Graduate,29,Dindigul + Tamil Nadu,920000,70000,2014
Nagarajan V,IND,0,10th Pass,51,Dindigul + Tamil Nadu,326000,0,2014
Pandi.n,CPI(M), 1 ,12th Pass,56,Dindigul + Tamil Nadu,2920205,604640,2014
Pauldurai V K,IND,0,12th Pass,50,Dindigul + Tamil Nadu,1540000,0,2014
Rajendhran. R,IND,0,8th Pass,47,Dindigul + Tamil Nadu,360500,0,2014
Sudharshnar.k,IND,0,Graduate,38,Dindigul + Tamil Nadu,3051385,0,2014
Thangapandian.r,IND, 3 ,12th Pass,43,Dindigul + Tamil Nadu,700000,0,2014
Venkatesan G,IND,0,10th Pass,42,Dindigul + Tamil Nadu,698182,0,2014
Thambidurai.m   Winner ,AIADMK, 2 ,Doctorate,67,Karur + Tamil Nadu,132457262,51481886,2014
"Chinnasamy, M.",IND,0,8th Pass,50,Karur + Tamil Nadu,790800,100000,2014
"Chinnasamy, M.",DMK,0,Graduate Professional,68,Karur + Tamil Nadu,76747420,16329000,2014
"Chinnasamy, V.",IND,0,8th Pass,61,Karur + Tamil Nadu,1329000,0,2014
G.balasubramanian,IND,0,12th Pass,53,Karur + Tamil Nadu,5889437,332804,2014
Gowrimani.s,IND,0,5th Pass,63,Karur + Tamil Nadu,8750000,500000,2014
"Jothimani, S.",INC,0,Post Graduate,38,Karur + Tamil Nadu,4293910,258500,2014
"Kannan, P.",IND,0,8th Pass,28,Karur + Tamil Nadu,3500,0,2014
"Kannan, S.",IND, 2 ,12th Pass,29,Karur + Tamil Nadu,140340,0,2014
"Mahendran, T.",IND,0,12th Pass,38,Karur + Tamil Nadu,584794,0,2014
"Maneeshankar, M.g.",Rashtriya Samaj Paksha,0,Graduate Professional,39,Karur + Tamil Nadu,50000,650000,2014
"Manickavasagam, A.",IND,0,Graduate,53,Karur + Tamil Nadu,8874100,0,2014
"Maruthaiveeran, V.",BSP,0,Illiterate,48,Karur + Tamil Nadu,21000,0,2014
"Murugaan, N.",IND,0,10th Pass,44,Karur + Tamil Nadu,523120,0,2014
"Murugesan, M.",SP,0,Graduate,62,Karur + Tamil Nadu,8190000,1400000,2014
N.s.krishnan,DMDK,0,Post Graduate,49,Karur + Tamil Nadu,7085000,0,2014
"Prakash, N.",IND,0,Graduate Professional,36,Karur + Tamil Nadu,175000,0,2014
"Ravi, S.p.",IND,0,Graduate Professional,29,Karur + Tamil Nadu,392000,0,2014
"Saraswathy, K.",CPI(ML) Red Star,0,Illiterate,54,Karur + Tamil Nadu,735815,0,2014
"Selvaraj, S.",IND,0,Graduate Professional,28,Karur + Tamil Nadu,260000,0,2014
"Thamilalagan, A.",IND,0,Post Graduate,28,Karur + Tamil Nadu,290000,0,2014
V.ravichandran,Ulzaipali Makkal Katchy,0,12th Pass,34,Karur + Tamil Nadu,280000,0,2014
"Valaiyapathi, R.",AAP,0,Graduate,61,Karur + Tamil Nadu,12942916,0,2014
"Vigneshwaran, M.",IND,0,Graduate Professional,26,Karur + Tamil Nadu,260000,0,2014
"Vijay, J.",IND,0,Graduate Professional,34,Karur + Tamil Nadu,454000,0,2014
P.kumar S/o Palanivel   Winner ,AIADMK,0,Graduate Professional,42,Tiruchirappalli + Tamil Nadu,18522597,1917891,2014
A. Shadhick Batcha,IND,0,Post Graduate,42,Tiruchirappalli + Tamil Nadu,752760,700000,2014
Anbalagan.m,IND,0,10th Pass,50,Tiruchirappalli + Tamil Nadu,1276450,190000,2014
Anwar Deen.s,Samata Party, 1 ,Literate,37,Tiruchirappalli + Tamil Nadu,427101,0,2014
Arunachalam.a,IND,0,Post Graduate,40,Tiruchirappalli + Tamil Nadu,570200,0,2014
Asraf Ali.m,IND,0,5th Pass,39,Tiruchirappalli + Tamil Nadu,1736907,510000,2014
Bala Krishnan.k,IND,0,12th Pass,51,Tiruchirappalli + Tamil Nadu,67267,0,2014
Dineshkumar.g,IND,0,Post Graduate,27,Tiruchirappalli + Tamil Nadu,6379498,1773000,2014
Eswaran.j,IND,0,12th Pass,31,Tiruchirappalli + Tamil Nadu,41000,0,2014
Jothi.p,SP,0,Not Given,47,Tiruchirappalli + Tamil Nadu,40391000,2050000,2014
Kumar.p S/o Palaniappan,IND,0,Graduate,40,Tiruchirappalli + Tamil Nadu,1090000,155000,2014
