Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
Mohinder Kumar,Sarvshreshth Dal,0,12th Pass,46,Azamgarh + Uttar Pradesh,236613,0,2019
Pawan Singh Samrat,Aam Janta Party (India),0,Graduate,34,Azamgarh + Uttar Pradesh,7782000,0,2019
Pramod Tiwari,Janhit Kisan Party,0,8th Pass,45,Azamgarh + Uttar Pradesh,1240000,0,2019
Rajaram Gond,IND,0,8th Pass,64,Azamgarh + Uttar Pradesh,2595000,0,2019
Rajiv Talwar,IND,0,Graduate,43,Azamgarh + Uttar Pradesh,4147154,0,2019
Shyam Singh Yadav   Winner ,BSP,0,Post Graduate,65,Jaunpur + Uttar Pradesh,140717620,3577000,2019
Ajay Kumar Sharma,Moulik Adhikar Party,0,Post Graduate,41,Jaunpur + Uttar Pradesh,2329000,0,2019
Anil,Hum Sabki Party,0,10th Pass,43,Jaunpur + Uttar Pradesh,2630000,0,2019
Ashok Kumar,IND,0,Graduate,51,Jaunpur + Uttar Pradesh,109283237,0,2019
Brijesh Kumar,Suheldev Bhartiya Samaj Party,0,12th Pass,29,Jaunpur + Uttar Pradesh,1981152,0,2019
Com. Ashok Kumar Kharwar,SUCI(C),0,Literate,60,Jaunpur + Uttar Pradesh,2297800,0,2019
Deo Vrat Mishra,INC,0,Graduate Professional,48,Jaunpur + Uttar Pradesh,510960626,12512381,2019
Krishna Pratap Singh,BJP,0,Doctorate,42,Jaunpur + Uttar Pradesh,113972361,1751674,2019
Madhavendra Pushkar Singh,IND,0,Graduate Professional,38,Jaunpur + Uttar Pradesh,9232000,0,2019
Motiuddin,Rashtriya Ulama Council,0,10th Pass,35,Jaunpur + Uttar Pradesh,50000,0,2019
Navin,Voters Party International,0,Graduate,30,Jaunpur + Uttar Pradesh,1021950,0,2019
Pradeep Kumar Pandey,IND, 3 ,12th Pass,32,Jaunpur + Uttar Pradesh,1868488,0,2019
Rajesh Kumar,Rashtriya Samaj Paksha,0,10th Pass,43,Jaunpur + Uttar Pradesh,4402470,0,2019
Rukamani Devi,Pragatisheel Manav Samaj Party,0,Literate,63,Jaunpur + Uttar Pradesh,612000,0,2019
Sangeeta Devi,Pragatishil Samajwadi Party (Lohia),0,12th Pass,44,Jaunpur + Uttar Pradesh,4100000,0,2019
Sheshmani Maurya,Hindusthan Nirman Dal,0,Post Graduate,39,Jaunpur + Uttar Pradesh,496747,0,2019
Shyamlal,Bharat Prabhat Party,0,Post Graduate,32,Jaunpur + Uttar Pradesh,3055000,0,2019
Sunil Kumar,Rashtriya Jan Gaurav Party,0,Post Graduate,33,Jaunpur + Uttar Pradesh,50000,0,2019
Vinod Kumar,Andaman & Nicobar Janta Party,0,Graduate,32,Jaunpur + Uttar Pradesh,4009970,0,2019
Vishok Kumar Vishwakarma,Nationalist Janshakti Party,0,12th Pass,47,Jaunpur + Uttar Pradesh,857517,0,2019
Bholanath (B.P. Saroj)   Winner ,BJP,0,Graduate,58,Machhlishahr + Uttar Pradesh,259027394,11194163,2019
Brijesh Kumar,RPI,0,12th Pass,40,Machhlishahr + Uttar Pradesh,185000,0,2019
Chanchal Kumar,Rashtriya Samaj Paksha,0,Post Graduate,27,Machhlishahr + Uttar Pradesh,1219255,0,2019
Dasharath,Prithviraj Janshakti Party,0,12th Pass,51,Machhlishahr + Uttar Pradesh,1141332,0,2019
Deepak Kumar,IND,0,8th Pass,32,Machhlishahr + Uttar Pradesh,198000,0,2019
Dr. Amarnath Paswan,Jan Adhikar Party,0,Doctorate,42,Machhlishahr + Uttar Pradesh,5693817,0,2019
Gangaram,IND,0,8th Pass,54,Machhlishahr + Uttar Pradesh,28000,0,2019
Jitendra,Bhartiya Manav Samaj Party,0,Graduate,37,Machhlishahr + Uttar Pradesh,208000,0,2019
Nandlal,Bharat Prabhat Party,0,8th Pass,38,Machhlishahr + Uttar Pradesh,2553000,0,2019
Raj Nath,Suheldev Bhartiya Samaj Party,0,Post Graduate,70,Machhlishahr + Uttar Pradesh,4441330,0,2019
Rajkeshar,Sajag Samaj Party,0,Graduate Professional,0,Machhlishahr + Uttar Pradesh,2335000,0,2019
Ram Naresh,Moulik Adhikar Party,0,Post Graduate,45,Machhlishahr + Uttar Pradesh,247200,0,2019
Tribhuvan Ram,BSP, 1 ,Graduate,70,Machhlishahr + Uttar Pradesh,102095537,11700000,2019
Ramesh Chand   Winner ,BJP, 6 ,10th Pass,44,Bhadohi + Uttar Pradesh,94089148,21696413,2019
Akhilesh,NCP,0,Doctorate,51,Bhadohi + Uttar Pradesh,1232900,270000,2019
Dr Rajesh Kumar Verma,Peoples Party of India (Democratic),0,Doctorate,51,Bhadohi + Uttar Pradesh,13698354,8192500,2019
Kuldeep,IND,0,Post Graduate,31,Bhadohi + Uttar Pradesh,203000,0,2019
Ram Sakha,IND,0,Graduate,60,Bhadohi + Uttar Pradesh,27151000,104000,2019
Ramakant,INC, 2 ,10th Pass,59,Bhadohi + Uttar Pradesh,82444969,0,2019
Rangnath Mishra,BSP, 5 ,Graduate,59,Bhadohi + Uttar Pradesh,124899017,54880849,2019
Saiyyad Mohammad Arif,IND,0,8th Pass,45,Bhadohi + Uttar Pradesh,10660000,0,2019
Santlal,IND,0,5th Pass,35,Bhadohi + Uttar Pradesh,281000,0,2019
Satish Bahadur,IND,0,12th Pass,48,Bhadohi + Uttar Pradesh,140532,0,2019
Sushil,IND, 2 ,12th Pass,38,Bhadohi + Uttar Pradesh,61208,0,2019
Vinod,Hindusthan Nirman Dal,0,Post Graduate,42,Bhadohi + Uttar Pradesh,10154320,0,2019
Pankaj Choudhary   Winner ,BJP, 5 ,12th Pass,54,Maharajganj + Uttar Pradesh,371827109,4483048,2019
Akhilesh,SP, 4 ,Graduate,55,Maharajganj + Uttar Pradesh,82263380,0,2019
Amarjeet,IND,0,12th Pass,51,Maharajganj + Uttar Pradesh,1560000,0,2019
Aneel Kumar,IND,0,Post Graduate,40,Maharajganj + Uttar Pradesh,2648000,2500000,2019
Laldhari Yadav,IND, 2 ,Post Graduate,42,Maharajganj + Uttar Pradesh,127495,0,2019
Manish,Bahujan Mukti Party, 1 ,Graduate Professional,38,Maharajganj + Uttar Pradesh,191717,0,2019
Manoj Kumar Rana,Bhartiya Kisan Union Samaj Party,0,12th Pass,46,Maharajganj + Uttar Pradesh,5846000,0,2019
Mohan Kumar,IND,0,10th Pass,49,Maharajganj + Uttar Pradesh,4090400,0,2019
Pannelal,IND,0,8th Pass,33,Maharajganj + Uttar Pradesh,1178000,0,2019
Pappu Chauhan,Satya Kranti Party,0,12th Pass,63,Maharajganj + Uttar Pradesh,774009,0,2019
Pramod Kumar,IND, 1 ,Graduate,36,Maharajganj + Uttar Pradesh,985543,0,2019
Shiv Charan,Jai Hind Samaj Party,0,Post Graduate,30,Maharajganj + Uttar Pradesh,0,0,2019
Sumit,Janhit Kisan Party,0,Graduate,31,Maharajganj + Uttar Pradesh,2195000,0,2019
Supriya Shrinate,INC,0,Post Graduate,41,Maharajganj + Uttar Pradesh,85042997,7395000,2019
Ravindra Shyamnarayan Shukla Alias Ravi Kishan   Winner ,BJP,0,12th Pass,51,Gorakhpur + Uttar Pradesh,208494688,17711043,2019
Abhishek Chand,Suheldev Bhartiya Samaj Party,0,Post Graduate,30,Gorakhpur + Uttar Pradesh,545000,0,2019
Awadhesh Kumar Singh,Shane Hind Fourm,0,Doctorate,63,Gorakhpur + Uttar Pradesh,124554884,4190656,2019
Dr Ashish Kumar Singh,CPI,0,Graduate Professional,40,Gorakhpur + Uttar Pradesh,14930397,0,2019
Jai Prakash Mishra,Rashtrawadi Party of India,0,Graduate,52,Gorakhpur + Uttar Pradesh,13665000,0,2019
Jitendra Kumar,Jwala Dal,0,12th Pass,31,Gorakhpur + Uttar Pradesh,15560000,0,2019
Madhusudan Tripathi,INC, 1 ,Graduate Professional,65,Gorakhpur + Uttar Pradesh,57660121,2638815,2019
Rambhual Nishad,SP, 7 ,Graduate,58,Gorakhpur + Uttar Pradesh,39717782,2100000,2019
Shyamnarayan Yadav,Pragatishil Samajwadi Party (Lohia), 1 ,12th Pass,49,Gorakhpur + Uttar Pradesh,8011000,0,2019
Subhash Chandra Dubey,Socialist Party (India),0,Post Graduate,73,Gorakhpur + Uttar Pradesh,851680,0,2019
Vijay Kumar Dubey   Winner ,BJP, 2 ,12th Pass,50,Kushi Nagar + Uttar Pradesh,21860780,316847,2019
Amiruddin,Apna Dal United Party,0,Graduate,42,Kushi Nagar + Uttar Pradesh,6770000,0,2019
Arvind Yadav,CPI(ML) Red Star,0,Graduate,46,Kushi Nagar + Uttar Pradesh,3077500,0,2019
Dr Ganesh,Akhil Bhartiya Gondwana Party,0,Graduate Professional,41,Kushi Nagar + Uttar Pradesh,1590000,0,2019
Guddi Kinnar,IND,0,Literate,37,Kushi Nagar + Uttar Pradesh,362500,0,2019
Kunwer Ratanjit Pratap Narayan Singh,INC,0,Graduate,55,Kushi Nagar + Uttar Pradesh,295474005,0,2019
Lalita,Akhil Bhartiya Navnirman Party,0,Post Graduate,36,Kushi Nagar + Uttar Pradesh,3012650,0,2019
N.P. Kushwaha Alias Nathuni Prasad Kushwaha,SP,0,Post Graduate,65,Kushi Nagar + Uttar Pradesh,37474062,4000000,2019
P.C. Kureel,Indian National League, 1 ,12th Pass,62,Kushi Nagar + Uttar Pradesh,29582528,545000,2019
Rajiv,Suheldev Bhartiya Samaj Party,0,Graduate,33,Kushi Nagar + Uttar Pradesh,385000,0,2019
Ram Pratap,Purvanchal Mahapanchayat,0,8th Pass,42,Kushi Nagar + Uttar Pradesh,3254000,0,2019
Shiv Kumar,IND, 3 ,10th Pass,49,Kushi Nagar + Uttar Pradesh,5200000,0,2019
Umesh Singh,Bhartiya Shakti Chetna Party,0,10th Pass,38,Kushi Nagar + Uttar Pradesh,1355000,0,2019
Usman,Peace Party,0,Literate,58,Kushi Nagar + Uttar Pradesh,1660000,80000,2019
Ramapati Ram Tripathi   Winner ,BJP, 1 ,Graduate Professional,69,Deoria + Uttar Pradesh,29451678,9310684,2019
Birja,Peace Party,0,Literate,46,Deoria + Uttar Pradesh,1240000,0,2019
Brijendra Mani Tripathi,IND, 1 ,Graduate,51,Deoria + Uttar Pradesh,8367500,0,2019
Chandan Kumar Yadav,Rashtriya Ulama Council, 2 ,Graduate,31,Deoria + Uttar Pradesh,306073,0,2019
Israr Ahamad,Bharatiya Aavaam Ekta Party,0,Graduate,45,Deoria + Uttar Pradesh,5762743,0,2019
Jitendra,Suheldev Bhartiya Samaj Party,0,Literate,43,Deoria + Uttar Pradesh,10545500,0,2019
Manoj Kumar Mishra,Manuvadi Party,0,Graduate,45,Deoria + Uttar Pradesh,2116000,1000000,2019
Onkar Singh,Samajwadi Samaj Party,0,Post Graduate,43,Deoria + Uttar Pradesh,59793984,1500000,2019
Ramashish Rai,IND,0,Post Graduate,55,Deoria + Uttar Pradesh,13327000,300000,2019
Kamlesh Paswan   Winner ,BJP, 5 ,Graduate,42,Bansgaon + Uttar Pradesh,171706883,6049264,2019
Lalchand Prasad,Rashtriya Janshakti Party (Secular),0,Doctorate,49,Bansgaon + Uttar Pradesh,1294635,0,2019
Sadal Prasad,BSP,0,Post Graduate,62,Bansgaon + Uttar Pradesh,8702160,0,2019
Surendra Prasad,Pragatishil Samajwadi Party (Lohia),0,8th Pass,33,Bansgaon + Uttar Pradesh,130000,0,2019
Atul Kumar Singh   Winner ,BSP, 13 ,Graduate,36,Ghosi + Uttar Pradesh,66536025,3454591,2019
Abushad,Akhand Samaj Party,0,Literate,47,Ghosi + Uttar Pradesh,371500,0,2019
Atul Kumar Singh,CPI,0,Graduate Professional,64,Ghosi + Uttar Pradesh,10411346,74745,2019
Bal Krishna,INC, 2 ,Post Graduate,70,Ghosi + Uttar Pradesh,11158421,673100,2019
Geeta,Ambedkar Samaj Party, 2 ,Literate,40,Ghosi + Uttar Pradesh,137786,0,2019
Harinarayan,BJP,0,Literate,78,Ghosi + Uttar Pradesh,34341628,2800000,2019
Kishan Lal,Rashtriya Krantikari Samajwadi Party,0,12th Pass,46,Ghosi + Uttar Pradesh,1585000,0,2019
Mahendra,Suheldev Bhartiya Samaj Party,0,10th Pass,53,Ghosi + Uttar Pradesh,10613500,0,2019
Paras,Rashtriya Jantantrik Bharat Vikas Party, 1 ,Post Graduate,66,Ghosi + Uttar Pradesh,2105000,0,2019
Praveen Kumar Singh,Proutist Sarva Samaj, 1 ,Graduate Professional,45,Ghosi + Uttar Pradesh,938000,0,2019
Rajesh Kumar Gond,Gondvana Gantantra Party,0,10th Pass,44,Ghosi + Uttar Pradesh,165000,0,2019
Santosh,IND,0,Post Graduate,37,Ghosi + Uttar Pradesh,9480939,0,2019
Shefkat Taki,Peace Party,0,Graduate,40,Ghosi + Uttar Pradesh,3800000,700000,2019
Surya Kumar,IND,0,10th Pass,32,Ghosi + Uttar Pradesh,1861000,150000,2019
Ravinder   Winner ,BJP,0,12th Pass,55,Salempur + Uttar Pradesh,27031724,249400,2019
Ajimullah,Peace Party,0,Post Graduate,64,Salempur + Uttar Pradesh,2305000,0,2019
Chhotelal,IND,0,Post Graduate,55,Salempur + Uttar Pradesh,1356000,0,2019
Kailash Chauhan,Janta Kranti Party (Rashtravadi),0,Literate,50,Salempur + Uttar Pradesh,5719229,1330000,2019
Kripa Shankar Prasad,Bharatiya Samta Samaj Party,0,Graduate Professional,39,Salempur + Uttar Pradesh,2213000,0,2019
Mohd Saroor Ali,Janata Congress,0,Graduate,40,Salempur + Uttar Pradesh,201000,400000,2019
Puja Pandey,Pragatishil Samajwadi Party (Lohia),0,12th Pass,33,Salempur + Uttar Pradesh,230000,0,2019
R S Kushwaha,BSP,0,Others,62,Salempur + Uttar Pradesh,115246002,265057,2019
Rajaram,Suheldev Bhartiya Samaj Party,0,10th Pass,54,Salempur + Uttar Pradesh,6310007,0,2019
Rajesh Kumar Mishra,INC, 1 ,Doctorate,61,Salempur + Uttar Pradesh,13088751,903849,2019
Ramji Pratap Jigyasu,Hindusthan Nirman Dal, 1 ,12th Pass,44,Salempur + Uttar Pradesh,229850,0,2019
Sumeshwar Nath Tiwari,RASHTRIYA VIKLANG PARTY,0,Post Graduate,40,Salempur + Uttar Pradesh,727004,0,2019
Sunil Kumar Pandey,IND,0,Post Graduate,41,Salempur + Uttar Pradesh,0,0,2019
Vidya Shanker Pandey,IND,0,Post Graduate,65,Salempur + Uttar Pradesh,53117000,0,2019
Vishram,IND,0,12th Pass,40,Salempur + Uttar Pradesh,2202599,0,2019
Virendra Singh   Winner ,BJP, 2 ,Graduate,62,Ballia + Uttar Pradesh,24498319,0,2019
Arvind,Bhartiya Jan Nayak Party, 1 ,12th Pass,60,Ballia + Uttar Pradesh,504000,0,2019
Gopal Ram Kharwar,Gondvana Gantantra Party,0,12th Pass,62,Ballia + Uttar Pradesh,1112644,0,2019
Janmejay Kumar Prajapati,Bharatiya Samta Samaj Party,0,Others,26,Ballia + Uttar Pradesh,51000,0,2019
Major Ramesh Chandra Upadhyay,Akhil Bharat Hindu Mahasabha, 1 ,Others,67,Ballia + Uttar Pradesh,931000,0,2019
Om Prakash Pandey,IND,0,Graduate Professional,28,Ballia + Uttar Pradesh,290707,0,2019
Sanatan Pandey,SP, 5 ,Others,56,Ballia + Uttar Pradesh,26500222,531827,2019
Seema Chauhan,Janta Kranti Party (Rashtravadi),0,Graduate,30,Ballia + Uttar Pradesh,1634000,0,2019
Uday Prakash,Janta Raj Party,0,Post Graduate,42,Ballia + Uttar Pradesh,50000,0,2019
Vinod,Suheldev Bhartiya Samaj Party, 3 ,12th Pass,51,Ballia + Uttar Pradesh,67939301,0,2019
Afzal Ansari   Winner ,BSP, 5 ,Post Graduate,65,Ghazipur + Uttar Pradesh,137938756,0,2019
Ajit Pratap Kushawaha,INC, 1 ,Graduate Professional,46,Ghazipur + Uttar Pradesh,15733302,6807639,2019
Bhanu Prakash Pandey,CPI,0,Doctorate,57,Ghazipur + Uttar Pradesh,23624984,0,2019
Bharat,Janta Raj Party,0,12th Pass,49,Ghazipur + Uttar Pradesh,10215600,150000,2019
Brijendra Kumar Verma,Kisan Mazdoor Sangharsh Party,0,Post Graduate,35,Ghazipur + Uttar Pradesh,2513400,500000,2019
Dr. Rajesh Kumar Singh,Bhartiya Jan Nayak Party, 1 ,Others,47,Ghazipur + Uttar Pradesh,11440702,0,2019
Hridaya Narayan,IND,0,12th Pass,56,Ghazipur + Uttar Pradesh,43019165,292165,2019
Ishwari Prasad Kushwaha,CPI(ML)(L), 2 ,Graduate Professional,58,Ghazipur + Uttar Pradesh,6620093,0,2019
Manoj Sinha,BJP,0,Graduate Professional,59,Ghazipur + Uttar Pradesh,45285263,6116500,2019
Rajesh Kumar Yadav,Pragatisheel Manav Samaj Party,0,12th Pass,36,Ghazipur + Uttar Pradesh,20778237,600000,2019
Ram Pravesh,Moulik Adhikar Party,0,Graduate,34,Ghazipur + Uttar Pradesh,5831000,0,2019
Ramji,Suheldev Bhartiya Samaj Party,0,Graduate,59,Ghazipur + Uttar Pradesh,18257859,307100,2019
Santosh Kumar Yadav,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,38,Ghazipur + Uttar Pradesh,5868106,0,2019
Ved Prakash,Nationalist Janshakti Party,0,Post Graduate,43,Ghazipur + Uttar Pradesh,1090000,0,2019
Dr. Mahendra Nath Pandey   Winner ,BJP,0,Doctorate,62,Chandauli + Uttar Pradesh,33359734,0,2019
Arjun Pandey,Atulya Bharat Party,0,Post Graduate,66,Chandauli + Uttar Pradesh,255000,38000,2019
Byasmuni,Kanshiram Bahujan Dal,0,Post Graduate,35,Chandauli + Uttar Pradesh,194939,0,2019
Jangbahadur,Bhartiya Manav Samaj Party,0,12th Pass,31,Chandauli + Uttar Pradesh,10694000,0,2019
Krishna Pratap Singh,Samagra Utthan Party,0,Post Graduate,47,Chandauli + Uttar Pradesh,6803000,104000,2019
Liyakat Ali,IND,0,Graduate Professional,68,Chandauli + Uttar Pradesh,11973165,160626,2019
Mahender Yadav,Pragatisheel Manav Samaj Party,0,Graduate Professional,63,Chandauli + Uttar Pradesh,1810000,0,2019
Mahendra Pratap Singh,Al-Hind Party,0,12th Pass,67,Chandauli + Uttar Pradesh,5008000,0,2019
Rajesh Vishwakarma,Moulik Adhikar Party,0,12th Pass,36,Chandauli + Uttar Pradesh,2107000,0,2019
Ramgovind,Suheldev Bhartiya Samaj Party,0,Graduate Professional,32,Chandauli + Uttar Pradesh,197703,9917,2019
Sanjay Singh Chauhan,SP, 2 ,Post Graduate,43,Chandauli + Uttar Pradesh,4015011,369000,2019
Shiv Kanya Kushwaha,Jan Adhikar Party, 2 ,5th Pass,52,Chandauli + Uttar Pradesh,66018000,24777000,2019
Shivratri,Prithviraj Janshakti Party,0,5th Pass,67,Chandauli + Uttar Pradesh,490000,0,2019
Narendra Modi   Winner ,BJP,0,Post Graduate,68,Varanasi + Uttar Pradesh,25136119,0,2019
Aashin U. S.,Indian Gandhiyan Party, 2 ,12th Pass,32,Varanasi + Uttar Pradesh,326000,0,2019
Advocate Prem Nath Sharma,Moulik Adhikar Party,0,Post Graduate,57,Varanasi + Uttar Pradesh,3308426,0,2019
Ajay Rai,INC, 8 ,Graduate,49,Varanasi + Uttar Pradesh,13970015,0,2019
Amresh Mishra,Bharat Prabhat Party,0,Post Graduate,53,Varanasi + Uttar Pradesh,2364065,0,2019
Anil Kumar Chaurasiya,Janhit Kisan Party,0,Graduate,37,Varanasi + Uttar Pradesh,7582111,1172000,2019
Ashutosh Kumar Pandey,Mera Adhikaar Rashtriya Dal,0,Graduate,38,Varanasi + Uttar Pradesh,136839,131000,2019
Ateek Ahmad,IND, 59 ,8th Pass,54,Varanasi + Uttar Pradesh,255020529,0,2019
Brijendra Dutt Triptahi,Adarshwaadi Congress Party,0,Post Graduate,45,Varanasi + Uttar Pradesh,248729,0,2019
Chandrika Prasad,IND,0,Graduate,44,Varanasi + Uttar Pradesh,1184298,40804,2019
Dr. Rakesh Pratap,Bharatiya Jan Kranti Dal (Democratic),0,Doctorate,62,Varanasi + Uttar Pradesh,8216000,300000,2019
Dr. Shekh Siraj Baba,Rashtriya Matadata Party, 5 ,Graduate,48,Varanasi + Uttar Pradesh,10819000,400000,2019
Hari Bhai Patel,Aam Janta Party (India),0,Graduate,42,Varanasi + Uttar Pradesh,9159721,0,2019
Heena Shahid,Janhit Bharat Party,0,Graduate,30,Varanasi + Uttar Pradesh,585000,0,2019
Ishwar Dayal Singh Seth,IND,0,12th Pass,57,Varanasi + Uttar Pradesh,4755715,0,2019
Maanav,IND,0,Graduate Professional,31,Varanasi + Uttar Pradesh,1208683,628800,2019
Manish Shrivastava,IND,0,12th Pass,45,Varanasi + Uttar Pradesh,2226400,88000,2019
Manohar Anandrao Patil,IND,0,12th Pass,58,Varanasi + Uttar Pradesh,25000,0,2019
Rajesh Bharti Surya,Rashtriya Ambedkar Dal, 3 ,Graduate Professional,43,Varanasi + Uttar Pradesh,11809000,1800000,2019
Ramsharan,Vikas Insaf Party,0,Doctorate,60,Varanasi + Uttar Pradesh,1924809,600000,2019
Shalini Yadav,SP,0,Graduate,47,Varanasi + Uttar Pradesh,12600000,788131,2019
Sunil Kumar,IND,0,Graduate,27,Varanasi + Uttar Pradesh,306430,0,2019
Sunnam Istari,IND,0,Illiterate,74,Varanasi + Uttar Pradesh,1330000,0,2019
Surendra Rajbhar,Suheldev Bhartiya Samaj Party, 1 ,10th Pass,35,Varanasi + Uttar Pradesh,11956433,0,2019
Tirbhuwan Sharma,Bharatiya Rashtravadi Samanta Party,0,Post Graduate,64,Varanasi + Uttar Pradesh,53320039,0,2019
Umesh Chandra Katiyar,Al-Hind Party,0,Graduate,49,Varanasi + Uttar Pradesh,13000,0,2019
Anupriya Singh Patel   Winner ,Apna Dal (Soneylal), 2 ,Post Graduate,37,Mirzapur + Uttar Pradesh,26900662,1805603,2019
Adesh Tyagi,Bharat Prabhat Party,0,Graduate,49,Mirzapur + Uttar Pradesh,24645000,0,2019
Archana Mishra,Satya Bahumat Party,0,Post Graduate,33,Mirzapur + Uttar Pradesh,11981000,2120000,2019
Ashish Kumar Tripathi,Pragatishil Samajwadi Party (Lohia),0,12th Pass,27,Mirzapur + Uttar Pradesh,2972000,0,2019
Dinesh Kumar Pal,Rashtriya Samaj Paksha,0,Graduate,34,Mirzapur + Uttar Pradesh,695000,0,2019
Jeera Devi,CPI(ML)(L), 1 ,Literate,51,Mirzapur + Uttar Pradesh,1130061,180000,2019
Lalitesh Pati Tripathi,INC, 3 ,Graduate,41,Mirzapur + Uttar Pradesh,79195975,2723790,2019
Radheshyam Inshan,Bhartiya Republican Party (Insan),0,8th Pass,64,Mirzapur + Uttar Pradesh,586200,0,2019
Ramcharitra Nishad	,SP,0,12th Pass,54,Mirzapur + Uttar Pradesh,26572962,0,2019
Pakauri Lal   Winner ,Apna Dal (Soneylal),0,Literate,66,Robertsganj + Uttar Pradesh,23048078,684133,2019
Anita,JD(U),0,Graduate,38,Robertsganj + Uttar Pradesh,630000,0,2019
Anuj Kumar,Bhartiya Lokmat Rashtrwadi Party,0,Post Graduate,28,Robertsganj + Uttar Pradesh,1696772,0,2019
Ashok Kumar Kanaujiya,CPI,0,Graduate Professional,55,Robertsganj + Uttar Pradesh,2925000,0,2019
Bhagwati Prasad Choudhary,INC,0,Graduate Professional,64,Robertsganj + Uttar Pradesh,26146670,4105250,2019
Bhai Lal,SP, 1 ,10th Pass,67,Robertsganj + Uttar Pradesh,20813273,640631,2019
Kailash Nath,Suheldev Bhartiya Samaj Party,0,8th Pass,40,Robertsganj + Uttar Pradesh,6685000,0,2019
Prabhu Dayal,IND,0,12th Pass,65,Robertsganj + Uttar Pradesh,1860000,0,2019
Ruby Prasad,Pragatishil Samajwadi Party (Lohia),0,Graduate,45,Robertsganj + Uttar Pradesh,22512234,4803492,2019
S R Darapuri,All India Peoples Front (Radical),0,Graduate,64,Robertsganj + Uttar Pradesh,12713261,105801,2019
Sunil Kumar,Bharat Prabhat Party,0,12th Pass,42,Robertsganj + Uttar Pradesh,1176000,0,2019
Vidya Prakash Kureel,IND,0,Graduate,63,Robertsganj + Uttar Pradesh,5035000,0,2019
Mala Rajya Laxmi Shah   Winner ,BJP,0,12th Pass,68,Tehri Garhwal + Uttarakhand,1846640100,1350000000,2019
Anu Pant,Uttarakhand Kranti Dal (Democratic), 1 ,Graduate Professional,32,Tehri Garhwal + Uttarakhand,3935900,350000,2019
Barhm Dev Jha,IND,0,Post Graduate,53,Tehri Garhwal + Uttarakhand,24531259,0,2019
Brij Bhushan Karanwal,IND,0,Post Graduate,41,Tehri Garhwal + Uttarakhand,32010000,70000,2019
Daulat Kunwar,IND,0,10th Pass,48,Tehri Garhwal + Uttarakhand,4757609,2200000,2019
Gautam Singh Bisht,Sarv Vikas Party,0,8th Pass,46,Tehri Garhwal + Uttarakhand,9467000,0,2019
Gopal Mani,IND,0,Post Graduate,59,Tehri Garhwal + Uttarakhand,18029611,0,2019
Jay Prakash Upadhyay,UKD, 2 ,Graduate,44,Tehri Garhwal + Uttarakhand,22160000,60000,2019
Madhu Shah,IND,0,5th Pass,34,Tehri Garhwal + Uttarakhand,88000,0,2019
Pritam Singh,INC, 1 ,Graduate Professional,60,Tehri Garhwal + Uttarakhand,94252961,9278744,2019
Rajendra Purohit,CPI(M),0,Graduate,57,Tehri Garhwal + Uttarakhand,15220000,0,2019
Sanjay Goyal,IND,0,10th Pass,46,Tehri Garhwal + Uttarakhand,40854000,3200000,2019
Sanjay Kundaliya,Uttarakhand Pragatisheel Party,0,Graduate Professional,47,Tehri Garhwal + Uttarakhand,126814026,6888378,2019
Sardar Khan,IND,0,8th Pass,57,Tehri Garhwal + Uttarakhand,2116556,50000,2019
Satyapal,BSP, 1 ,5th Pass,61,Tehri Garhwal + Uttarakhand,15276000,0,2019
Tirath Singh Rawat   Winner ,BJP,0,Post Graduate,55,Garhwal + Uttarakhand,15032657,3500000,2019
Anandmani Dutt Joshi,IND,0,8th Pass,51,Garhwal + Uttarakhand,1642995,0,2019
Bhagwat Prasad,IND,0,10th Pass,57,Garhwal + Uttarakhand,1038000,0,2019
Dilendrr Pal Singh,Uttarakhand Kranti Dal (Democratic),0,Others,42,Garhwal + Uttarakhand,835000,0,2019
Dr. Mukesh Semwal,SUCI(C), 1 ,Doctorate,47,Garhwal + Uttarakhand,200295,0,2019
Dr. Ramendra Singh Bhandari,IND,0,Doctorate,40,Garhwal + Uttarakhand,690000,0,2019
Manish Khanduri,INC,0,Post Graduate,50,Garhwal + Uttarakhand,79462193,5560112,2019
Shanti Prasad Bhatt,UKD, 2 ,12th Pass,53,Garhwal + Uttarakhand,1289500,0,2019
Vinod Prasad Notiyal,IND,0,8th Pass,43,Garhwal + Uttarakhand,1685354,0,2019
Ajay Tamta   Winner ,BJP,0,12th Pass,46,Almora + Uttarakhand,9910448,55845,2019
Dropadi Verma,Uttarakhand Kranti Dal (Democratic),0,Post Graduate,59,Almora + Uttarakhand,23098000,0,2019
K.L. Arya,UKD,0,Literate,61,Almora + Uttarakhand,3748627,0,2019
Pradeep Tamta,INC, 1 ,Post Graduate,60,Almora + Uttarakhand,13293598,2500000,2019
Sunder Dhauni,BSP,0,Post Graduate,41,Almora + Uttarakhand,2870000,1500000,2019
Vimla Arya,UTTARAKHAND PARIVARTAN PARTY,0,Graduate,32,Almora + Uttarakhand,111100,0,2019
Ajay Bhatt   Winner ,BJP,0,Graduate Professional,57,Nainital-Udhamsingh Nagar + Uttarakhand,19699529,0,2019
Harish Rawat,INC, 1 ,Graduate Professional,71,Nainital-Udhamsingh Nagar + Uttarakhand,56735244,10712888,2019
