,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_salaries
1140,Infosys,Senior Data Analyst,3,9.9L,5.3L,15.0L,45
1141,Tiger Analytics,Senior Data Analyst,1,11.3L,9.0L,15.0L,45
1142,UnitedHealth,Senior Data Analyst,5,17.2L,8.0L,26.0L,44
1143,IBM,Senior Data Analyst,3,11.1L,6.3L,19.0L,43
1144,Cyient,Senior Data Analyst,4,3.6L,2.5L,5.3L,43
1145,Urjanet Energy Solutions,Senior Data Analyst,2,3.8L,3.1L,5.0L,42
1146,Deloitte,Senior Data Analyst,3,10.2L,6.2L,14.9L,39
1147,Epsilon,Senior Data Analyst,4,17.4L,10.0L,24.5L,38
1148,Morningstar,Senior Data Analyst,2,5.0L,3.8L,6.3L,37
1149,BCG,Senior Data Analyst,5,19.7L,16.0L,24.0L,36
1150,Dell,Senior Data Analyst,3,11.7L,9.0L,18.0L,33
1151,Walmart,Senior Data Analyst,4,29.0L,16.5L,40.0L,32
1152,Course5,Senior Data Analyst,3,7.4L,5.1L,12.9L,29
1153,IHS Markit,Senior Data Analyst,4,11.1L,6.1L,18.5L,28
1154,Bharti Airtel,Senior Data Analyst,3,16.6L,5.9L,22.0L,28
1155,L&T Infotech,Senior Data Analyst,3,12.2L,7.3L,19.0L,28
1156,Wells Fargo India,Senior Data Analyst,3,13.7L,7.8L,23.0L,28
1157,Axa XL,Senior Data Analyst,2,9.9L,6.1L,15.0L,28
1158,Zen3 Info Solutions,Senior Data Analyst,3,4.3L,3.4L,5.5L,27
1159,Honeywell Technology Solutions,Senior Data Analyst,4,14.6L,6.0L,22.0L,26
1160,LiquidHub,Senior Data Analyst,2,3.5L,2.5L,4.8L,25
1161,Proziod Analytics,Senior Data Analyst,3,4.9L,3.6L,6.3L,25
1162,LatentView Analytics,Senior Data Analyst,2,10.8L,9.2L,12.5L,25
1163,The Smart Cube,Senior Data Analyst,1,9.6L,7.0L,12.0L,23
1164,Indium Software,Senior Data Analyst,3,14.4L,10.0L,20.0L,23
1165,Citicorp,Senior Data Analyst,2,16.1L,11.5L,20.9L,23
1166,Harman Connected Services,Senior Data Analyst,4,10.0L,6.0L,19.0L,22
1167,Toluna,Senior Data Analyst,3,7.1L,5.4L,9.0L,22
1168,FE fundinfo,Senior Data Analyst,2,4.8L,4.0L,5.4L,21
1169,McKinsey & Company,Senior Data Analyst,3,20.7L,12.9L,27.2L,20
1170,Amazon,Senior Data Analyst,2,8.6L,3.9L,25.5L,19
1171,Ford Motor,Senior Data Analyst,2,15.0L,11.6L,18.9L,19
1172,Subex,Senior Data Analyst,1,8.0L,5.5L,11.0L,19
1173,Mindtree,Senior Data Analyst,2,8.0L,6.0L,12.6L,19
1174,S&P Global,Senior Data Analyst,3,8.0L,5.7L,11.0L,19
1175,EXL Service,Senior Data Analyst,2,7.6L,4.0L,12.0L,18
1176,DXC Technology,Senior Data Analyst,5,14.0L,6.9L,20.0L,18
1177,R1 RCM,Senior Data Analyst,3,5.4L,3.9L,6.9L,18
1178,KPMG,Senior Data Analyst,1,8.0L,4.2L,11.8L,18
1179,Zensar Technologies,Senior Data Analyst,4,6.3L,4.0L,10.6L,17
1180,Schneider Electric,Senior Data Analyst,2,9.6L,6.0L,17.0L,17
1181,WNS,Senior Data Analyst,2,6.1L,4.0L,8.0L,17
1182,Genpact,Senior Data Analyst,3,6.2L,4.3L,11.0L,17
1183,NTT DATA,Senior Data Analyst,2,7.2L,4.0L,11.5L,17
1184,Ganit Business Solutions,Senior Data Analyst,0,7.4L,5.2L,10.5L,17
1185,HSBC,Senior Data Analyst,2,11.9L,7.1L,16.0L,17
1186,Synchrony,Senior Data Analyst,2,7.5L,5.0L,12.5L,16
1187,Kantar,Senior Data Analyst,2,6.0L,4.5L,8.4L,16
1188,Unire Business Solutions,Senior Data Analyst,0,1.9L,1.4L,2.5L,16
1189,JP Morgan Chase,Senior Data Analyst,3,12.8L,7.4L,18.0L,16
1190,Dynata,Senior Data Analyst,4,8.8L,7.5L,10.3L,16
1191,PwC,Senior Data Analyst,3,11.1L,5.8L,20.0L,16
1192,Indegene,Senior Data Analyst,2,15.6L,11.4L,20.5L,15
1193,Lowe's,Senior Data Analyst,1,17.4L,10.4L,20.0L,15
1194,Ameriprise Financial,Senior Data Analyst,3,14.2L,10.0L,18.1L,15
1195,Barclays,Senior Data Analyst,3,13.8L,9.0L,19.4L,15
1196,Continental Automotive Components,Senior Data Analyst,2,2.9L,2.5L,3.5L,15
1197,Johnson & Johnson,Senior Data Analyst,4,12.0L,5.8L,20.0L,15
1198,JLL,Senior Data Analyst,3,6.3L,4.5L,13.0L,15
1199,Paytm,Senior Data Analyst,3,7.6L,5.0L,11.0L,15
1200,Oracle,Senior Data Analyst,3,7.7L,4.2L,15.0L,15
1201,HERE Technologies,Senior Data Analyst,4,5.1L,4.5L,6.5L,14
1202,CAMP Systems,Senior Data Analyst,4,5.1L,3.8L,6.2L,14
1203,Ericsson,Senior Data Analyst,2,8.9L,5.0L,13.0L,14
1204,Novartis Healthcare,Senior Data Analyst,2,12.8L,6.0L,19.0L,14
1205,E2OPEN,Senior Data Analyst,5,6.1L,4.9L,8.3L,14
1206,Bank of America,Senior Data Analyst,5,19.2L,11.7L,26.0L,14
1207,Nielsen,Senior Data Analyst,2,5.9L,3.1L,9.5L,14
1208,VASTA BIO-INFORMATICS,Senior Data Analyst,1,3.6L,3.3L,4.3L,14
1209,VeeTechnologies,Senior Data Analyst,2,3.0L,2.0L,4.0L,14
1210,Nailbiter Research,Senior Data Analyst,0,4.7L,4.2L,5.2L,14
1211,Hewlett-Packard Enterprise,Senior Data Analyst,3,8.8L,5.0L,17.7L,13
1212,S&P Global Market Intelligence,Senior Data Analyst,5,6.9L,4.9L,9.5L,13
1213,MakeMyTrip,Senior Data Analyst,4,7.5L,6.0L,9.0L,12
1214,Advantmed,Senior Data Analyst,3,7.1L,4.0L,12.0L,12
1215,Sutherland Global Services,Senior Data Analyst,2,6.6L,5.0L,8.5L,12
1216,Citibank,Senior Data Analyst,2,17.4L,16.0L,19.5L,12
1217,Mercer,Senior Data Analyst,1,4.6L,3.0L,6.5L,12
1218,American Express,Senior Data Analyst,2,14.7L,6.1L,25.0L,12
1219,Shadowfax Technologies,Senior Data Analyst,0,7.7L,6.3L,10.0L,11
1220,Resilinc,Senior Data Analyst,4,5.8L,5.0L,7.0L,11
1221,Bluemind Solutions,Senior Data Analyst,4,3.1L,2.8L,3.5L,11
1222,Denave,Senior Data Analyst,2,6.7L,3.5L,9.8L,11
1223,Cross-tab Marketing Services,Senior Data Analyst,0,5.0L,3.5L,7.0L,11
1224,Wissend,Senior Data Analyst,0,1.9L,1.4L,2.2L,11
1225,Infosys BPM,Senior Data Analyst,2,8.9L,3.8L,17.0L,11
1226,Adobe,Senior Data Analyst,5,14.5L,9.8L,20.0L,10
1227,BNY Mellon,Senior Data Analyst,3,10.4L,4.9L,13.5L,10
1228,Shell,Senior Data Analyst,4,12.4L,7.9L,20.0L,10
1229,Target,Senior Data Analyst,2,13.7L,9.9L,18.0L,10
1230,Dell EMC,Senior Data Analyst,3,9.4L,8.5L,11.1L,10
1231,comScore,Senior Data Analyst,5,19.7L,13.5L,24.0L,10
1232,Fedby Information Services,Senior Data Analyst,3,4.6L,4.0L,5.5L,10
1233,Experis IT,Senior Data Analyst,5,8.2L,6.6L,9.8L,10
1234,Phoenix American Sales Focus Solutions India,Senior Data Analyst,3,5.7L,5.0L,7.0L,10
1235,Collabera Technologies,Senior Data Analyst,2,8.7L,7.5L,10.5L,10
1236,SG Analytics,Senior Data Analyst,3,7.0L,6.0L,8.3L,10
1237,Mobikwik,Senior Data Analyst,3,13.9L,11.0L,17.0L,10
1238,Ecolab Digital Center,Senior Data Analyst,6,17.6L,11.2L,22.3L,10
1239,Oyo Rooms,Senior Data Analyst,4,11.4L,7.0L,16.0L,9
1240,Randstad,Senior Data Analyst,3,6.9L,2.5L,12.0L,9
1241,Clarivate Analytics,Senior Data Analyst,1,17.7L,10.0L,26.5L,9
1242,Rapido,Senior Data Analyst,2,14.9L,6.5L,20.4L,9
1243,Standard Chartered Bank,Senior Data Analyst,2,12.7L,5.0L,30.0L,9
1244,Equifax,Senior Data Analyst,3,6.2L,3.5L,8.5L,9
1245,Tesco,Senior Data Analyst,1,10.3L,5.8L,15.5L,9
1246,QL2 Software,Senior Data Analyst,4,3.4L,2.7L,5.5L,9
1247,Vodafone Idea,Senior Data Analyst,3,10.2L,5.2L,15.8L,9
1248,IQVIA,Senior Data Analyst,3,12.4L,8.0L,15.3L,9
1249,InSync Analytics,Senior Data Analyst,4,3.6L,3.1L,4.0L,9
1250,Landis+Gyr,Senior Data Analyst,5,15.0L,12.6L,17.5L,9
1251,DecisionTree Analytics & Services,Senior Data Analyst,3,12.8L,9.0L,17.0L,9
1252,Yodlee,Senior Data Analyst,4,7.4L,5.0L,9.0L,8
1253,Yash Technologies,Senior Data Analyst,7,5.8L,4.6L,7.5L,8
1254,Teleperformance,Senior Data Analyst,2,3.0L,2.0L,4.4L,8
1255,Wunderman,Senior Data Analyst,2,5.7L,4.5L,7.4L,8
1256,Xiaomi,Senior Data Analyst,5,9.5L,8.1L,10.5L,8
1257,Sentieo,Senior Data Analyst,2,5.9L,5.0L,7.0L,8
1258,Fidelity National Information Services,Senior Data Analyst,4,9.7L,6.5L,14.0L,8
1259,Thomson Reuters,Senior Data Analyst,3,10.5L,8.0L,15.0L,8
1260,Maersk,Senior Data Analyst,3,7.1L,5.0L,9.0L,8
1261,Home Credit Finance,Senior Data Analyst,3,7.6L,4.8L,10.0L,8
1262,Standard Chartered Global Business Services,Senior Data Analyst,4,18.5L,10.5L,27.4L,8
1263,Mr Cooper,Senior Data Analyst,2,13.0L,11.0L,15.0L,8
1264,Hudson's bay Company,Senior Data Analyst,3,15.7L,13.2L,18.9L,8
1265,S&P Capital IQ,Senior Data Analyst,3,6.4L,5.0L,9.2L,8
1266,Merkle Sokrati,Senior Data Analyst,1,9.1L,7.8L,12.3L,8
1267,Games24x7,Senior Data Analyst,5,17.9L,11.5L,23.1L,8
1268,Iris Software,Senior Data Analyst,5,14.4L,10.0L,20.0L,8
1269,Axis Bank,Senior Data Analyst,0,7.0L,5.0L,8.3L,8
1270,Mphasis,Senior Data Analyst,4,10.3L,9.0L,11.5L,8
1271,Whitehat jr,Senior Data Analyst,2,12.6L,8.0L,17.0L,8
1272,Blinkit,Senior Data Analyst,1,16.7L,13.5L,23.0L,8
1273,BUDDI.AI,Senior Data Analyst,3,4.2L,4.0L,5.0L,8
1274,Cartesian Consulting,Senior Data Analyst,1,7.5L,5.6L,11.0L,7
1275,Fuel Intelligence,Senior Data Analyst,2,4.5L,4.0L,5.0L,7
1276,General Mills,Senior Data Analyst,4,12.2L,9.0L,15.5L,7
1277,Cisco Systems,Senior Data Analyst,7,15.3L,13.2L,20.3L,7
1278,TIAA Global Business Services,Senior Data Analyst,6,15.5L,12.0L,21.5L,7
1279,Nailbiter,Senior Data Analyst,1,4.9L,4.5L,5.2L,7
1280,Aon,Senior Data Analyst,2,7.0L,3.8L,12.2L,7
1281,Aakash Institute,Senior Data Analyst,1,5.3L,3.8L,6.5L,7
1282,D2L Pharma Research Solutions,Senior Data Analyst,4,4.3L,3.4L,5.2L,7
1283,HARMAN,Senior Data Analyst,5,9.4L,6.5L,12.2L,7
1284,Vaco Binary Semantics,Senior Data Analyst,1,5.0L,3.5L,6.8L,7
1285,B3Intelligence,Senior Data Analyst,3,6.8L,4.0L,8.5L,7
1286,Sapient Corporation,Senior Data Analyst,3,12.1L,5.1L,20.8L,7
1287,Legato Health Technologies,Senior Data Analyst,6,14.3L,11.7L,21.0L,7
1288,Fidelity National Financial,Senior Data Analyst,2,4.9L,3.5L,6.2L,7
1289,Zomato,Senior Data Analyst,0,6.2L,5.5L,7.3L,7
1290,Symphony Retail AI,Senior Data Analyst,3,10.5L,10.0L,11.0L,7
1291,Myntra,Senior Data Analyst,5,11.9L,7.5L,23.0L,7
1292,KPI Partners,Senior Data Analyst,6,13.9L,11.0L,16.0L,7
1293,Reliance Retail,Senior Data Analyst,2,6.0L,4.5L,6.8L,7
1294,Publicis,Senior Data Analyst,3,14.9L,7.5L,20.0L,7
1295,TEKsystems,Senior Data Analyst,4,12.2L,10.0L,13.5L,7
1296,Mobile Premier League,Senior Data Analyst,1,25.2L,20.0L,28.0L,7
1297,Citigroup,Senior Data Analyst,2,17.0L,14.0L,21.0L,7
1298,LearningMate Solutions,Senior Data Analyst,4,9.1L,8.0L,10.8L,6
1299,Encore Capital Group,Senior Data Analyst,3,8.5L,7.5L,9.1L,6
1300,MResult Services,Senior Data Analyst,5,8.4L,7.0L,9.0L,6
1301,XL Catlin,Senior Data Analyst,3,14.9L,11.8L,17.4L,6
1302,Williams Lea Tag,Senior Data Analyst,5,6.6L,5.0L,9.0L,6
1303,Ninjacart,Senior Data Analyst,2,6.7L,6.0L,9.5L,6
1304,Bajaj Finserv,Senior Data Analyst,3,11.4L,9.4L,15.0L,6
1305,Collegedunia,Senior Data Analyst,1,4.3L,3.6L,5.0L,6
1306,Arthur J. Gallagher & Co,Senior Data Analyst,3,5.5L,5.0L,6.6L,6
1307,Athenahealth Technology,Senior Data Analyst,6,6.1L,5.6L,6.6L,6
1308,ADP Solutions,Senior Data Analyst,3,10.0L,4.5L,17.5L,6
1309,UST,Senior Data Analyst,5,10.4L,6.0L,12.0L,6
1310,L&T Infotech,Senior Data Engineer,2,11.0L,6.0L,17.0L,729
1311,Quantiphi Analytics Solutions,Senior Data Engineer,2,15.0L,9.5L,22.5L,137
1312,IBM,Senior Data Engineer,3,16.9L,10.0L,25.0L,112
1313,Maersk,Senior Data Engineer,5,21.1L,13.4L,31.0L,110
1314,Optum,Senior Data Engineer,5,16.5L,11.9L,21.0L,83
1315,Accenture,Senior Data Engineer,3,14.3L,9.5L,22.9L,83
1316,TCS,Senior Data Engineer,5,13.3L,7.9L,20.9L,65
1317,Wells Fargo India,Senior Data Engineer,7,21.9L,16.9L,31.5L,64
1318,Altimetrik,Senior Data Engineer,4,15.2L,9.5L,21.1L,56
1319,Coforge,Senior Data Engineer,4,15.3L,12.0L,18.6L,53
1320,Cognizant,Senior Data Engineer,4,15.1L,9.0L,23.0L,51
1321,Sapient Corporation,Senior Data Engineer,4,19.4L,15.0L,26.0L,51
1322,Fractal Analytics,Senior Data Engineer,4,21.8L,16.0L,30.0L,49
1323,Enquero,Senior Data Engineer,2,15.8L,11.5L,20.0L,46
1324,Walmart,Senior Data Engineer,6,35.7L,23.0L,49.3L,44
1325,Shell,Senior Data Engineer,3,23.3L,11.2L,36.0L,42
1326,UnitedHealth,Senior Data Engineer,5,16.1L,12.2L,25.0L,42
1327,Wipro,Senior Data Engineer,4,13.1L,8.0L,20.0L,40
1328,Larsen & Toubro Limited,Senior Data Engineer,2,10.4L,6.5L,16.0L,40
1329,Mindtree,Senior Data Engineer,2,6.7L,5.8L,10.0L,36
1330,Capgemini,Senior Data Engineer,3,16.4L,6.8L,23.5L,35
1331,Teradata,Senior Data Engineer,5,13.5L,10.0L,18.6L,34
1332,Visa,Senior Data Engineer,3,27.3L,20.0L,32.6L,31
1333,Ernst & Young,Senior Data Engineer,3,18.5L,12.0L,28.5L,30
1334,Concentrix Corporation,Senior Data Engineer,2,5.4L,4.2L,6.6L,28
1335,HCL Technologies,Senior Data Engineer,4,18.0L,5.0L,30.0L,28
1336,Lowe's,Senior Data Engineer,5,18.9L,16.0L,25.0L,26
1337,Indium Software,Senior Data Engineer,3,15.5L,9.0L,22.0L,26
1338,Target,Senior Data Engineer,3,22.1L,15.5L,30.0L,25
1339,Tech Mahindra,Senior Data Engineer,4,14.3L,7.3L,27.0L,23
1340,Deloitte,Senior Data Engineer,4,16.3L,10.5L,22.0L,23
1341,Amazon,Senior Data Engineer,6,32.0L,18.0L,45.0L,19
1342,DXC Technology,Senior Data Engineer,5,14.7L,9.6L,24.2L,19
1343,Tiger Analytics,Senior Data Engineer,5,22.1L,15.0L,28.0L,19
1344,GE Healthcare,Senior Data Engineer,5,17.8L,13.0L,24.8L,18
1345,Morgan Stanley,Senior Data Engineer,6,28.8L,20.0L,36.5L,18
1346,EPAM Systems,Senior Data Engineer,4,23.1L,17.0L,27.0L,18
1347,NIIT Technologies,Senior Data Engineer,2,15.0L,14.5L,15.5L,17
1348,GE,Senior Data Engineer,4,19.3L,14.0L,25.2L,16
1349,JLL,Senior Data Engineer,4,23.5L,16.5L,33.0L,16
1350,Nagarro,Senior Data Engineer,3,24.1L,17.0L,32.0L,16
1351,NIKE,Senior Data Engineer,5,31.0L,27.0L,35.0L,16
1352,Micron Technology,Senior Data Engineer,5,19.8L,12.5L,29.0L,16
1353,Nokia,Senior Data Engineer,5,17.5L,13.5L,25.0L,14
1354,UST,Senior Data Engineer,4,14.5L,9.3L,21.0L,14
1355,Wavicle Data Solutions,Senior Data Engineer,0,11.8L,9.0L,15.6L,14
1356,KPI Partners,Senior Data Engineer,4,17.1L,13.5L,22.3L,14
1357,Happiest Minds Technologies,Senior Data Engineer,5,16.3L,9.5L,24.5L,13
1358,BCG,Senior Data Engineer,4,24.7L,20.1L,28.0L,13
1359,Infosys,Senior Data Engineer,2,8.7L,4.5L,15.5L,13
1360,JP Morgan Chase,Senior Data Engineer,5,22.3L,11.9L,28.0L,13
1361,Philips,Senior Data Engineer,2,17.5L,15.0L,22.0L,12
1362,Innova Solutions,Senior Data Engineer,7,27.1L,16.0L,40.0L,12
1363,Legato Health Technologies,Senior Data Engineer,4,16.9L,11.0L,22.0L,12
1364,DUNNHUMBY IT SERVICES INDIA,Senior Data Engineer,2,13.2L,11.0L,18.0L,12
1365,Ecolab Digital Center,Senior Data Engineer,5,17.1L,12.3L,19.8L,12
1366,Bosch Global Software Technologies,Senior Data Engineer,2,13.8L,9.0L,22.0L,11
1367,Maersk Line,Senior Data Engineer,4,21.5L,16.2L,29.5L,11
1368,Commonwealth Bank of Australia,Senior Data Engineer,7,31.7L,20.8L,43.1L,11
1369,Cisco Systems,Senior Data Engineer,10,25.9L,22.0L,32.0L,11
1370,Tredence,Senior Data Engineer,1,10.7L,8.0L,15.0L,11
1371,Oracle,Senior Data Engineer,5,29.2L,15.0L,51.0L,11
1372,Lenovo,Senior Data Engineer,4,13.5L,12.0L,17.0L,10
1373,Photon Interactive,Senior Data Engineer,4,8.1L,6.4L,10.0L,10
1374,Intersoft Data Labs,Senior Data Engineer,3,29.2L,20.0L,37.8L,10
1375,Lumiq.ai,Senior Data Engineer,3,14.0L,10.0L,17.5L,10
1376,Dell,Senior Data Engineer,2,13.2L,9.2L,18.0L,10
1377,SpringML,Senior Data Engineer,2,11.1L,8.5L,16.5L,10
1378,Verizon,Senior Data Engineer,4,17.6L,10.0L,30.2L,9
1379,Dunnhumby,Senior Data Engineer,2,13.6L,10.0L,18.0L,9
1380,Hewlett-Packard Enterprise,Senior Data Engineer,3,24.9L,9.0L,35.0L,9
1381,Bajaj Finserv,Senior Data Engineer,1,14.4L,9.7L,19.0L,9
1382,Ab Inbev,Senior Data Engineer,8,26.4L,20.0L,35.0L,9
1383,Collabera Technologies,Senior Data Engineer,4,15.1L,11.0L,25.0L,9
1384,GE Aviation,Senior Data Engineer,8,18.7L,16.0L,24.0L,9
1385,News Technology Services,Senior Data Engineer,5,17.4L,12.3L,21.0L,9
1386,ZS,Senior Data Engineer,2,18.6L,15.0L,23.0L,9
1387,NTT DATA,Senior Data Engineer,2,19.9L,11.0L,28.6L,9
1388,Koch Business Solutions,Senior Data Engineer,7,29.5L,23.0L,37.0L,9
1389,PwC,Senior Data Engineer,4,17.0L,11.4L,24.0L,9
1390,McKinsey & Company,Senior Data Engineer,5,26.6L,19.0L,33.0L,8
1391,Indegene,Senior Data Engineer,3,15.7L,10.0L,18.8L,8
1392,Johnson & Johnson,Senior Data Engineer,4,16.4L,12.0L,21.0L,8
1393,Optum Global Solutions,Senior Data Engineer,7,18.5L,14.5L,23.5L,8
1394,DBS Bank,Senior Data Engineer,5,20.4L,14.0L,30.0L,8
1395,Bank of America,Senior Data Engineer,4,16.1L,13.5L,19.3L,8
1396,American Express,Senior Data Engineer,7,28.6L,22.0L,40.0L,8
1397,Nisum Technologies,Senior Data Engineer,3,20.1L,18.0L,24.0L,8
1398,Mphasis,Senior Data Engineer,5,13.8L,8.7L,20.0L,8
1399,Samsung,Senior Data Engineer,4,15.2L,10.0L,21.0L,8
1400,MakeMyTrip,Senior Data Engineer,3,26.4L,17.0L,37.0L,7
1401,Saama Technologies,Senior Data Engineer,4,16.5L,13.7L,21.2L,7
1402,TO THE NEW,Senior Data Engineer,4,18.9L,18.0L,20.0L,7
1403,PayPal,Senior Data Engineer,6,23.7L,19.0L,28.0L,7
1404,Harman Connected Services,Senior Data Engineer,5,19.8L,14.0L,32.0L,7
1405,ITC Infotech India,Senior Data Engineer,4,16.8L,10.6L,21.5L,7
1406,IQVIA,Senior Data Engineer,4,17.3L,13.0L,21.5L,7
1407,Luxoft,Senior Data Engineer,5,19.5L,15.0L,23.0L,7
1408,Paytm,Senior Data Engineer,4,25.9L,20.0L,33.0L,7
1409,Citicorp,Senior Data Engineer,4,23.1L,18.8L,28.0L,7
1410,Axa XL,Senior Data Engineer,4,7.7L,7.0L,9.2L,7
1411,TEKsystems,Senior Data Engineer,5,16.4L,10.5L,26.0L,7
1412,HSBC,Senior Data Engineer,5,16.1L,12.0L,20.0L,7
1413,AstraZeneca,Senior Data Engineer,9,14.0L,11.0L,19.0L,6
1414,BlazeClan Technologies,Senior Data Engineer,4,10.0L,7.3L,11.7L,6
1415,Data Semantics,Senior Data Engineer,7,15.4L,11.0L,17.4L,6
1416,Birlasoft,Senior Data Engineer,4,12.0L,8.8L,13.5L,6
1417,Xpo Logistics,Senior Data Engineer,6,16.3L,14.0L,18.0L,6
1418,Renault Nissan Technology & Business Centre India,Senior Data Engineer,5,8.2L,7.7L,9.1L,6
1419,DataWeave,Senior Data Engineer,3,13.5L,11.3L,16.0L,6
1420,Eli Lilly and Company,Senior Data Engineer,7,25.4L,17.4L,32.0L,6
1421,DataMetica,Senior Data Engineer,4,13.3L,7.5L,23.0L,6
1422,InfoStretch,Senior Data Engineer,4,16.8L,10.7L,23.0L,6
1423,GE Transportation,Senior Data Engineer,8,22.2L,21.0L,23.0L,6
1424,Baker Hughes,Senior Data Engineer,8,21.4L,16.0L,27.1L,6
1425,Intuit,Senior Data Engineer,8,39.0L,26.0L,47.0L,5
1426,Expedia,Senior Data Engineer,6,34.8L,30.0L,41.3L,5
1427,Yash Technologies,Senior Data Engineer,5,14.5L,10.0L,16.0L,5
1428,IHS Markit,Senior Data Engineer,6,24.0L,19.0L,27.0L,5
1429,Swiss Re,Senior Data Engineer,6,20.2L,17.0L,25.0L,5
1430,Dun & Bradstreet,Senior Data Engineer,7,18.0L,14.2L,23.0L,5
1431,Siemens Healthineers,Senior Data Engineer,4,20.0L,14.0L,24.0L,5
1432,Apar Technologies,Senior Data Engineer,8,24.5L,21.5L,28.0L,5
1433,GE Digital,Senior Data Engineer,7,16.9L,15.0L,19.9L,5
1434,Riskonnect,Senior Data Engineer,4,8.5L,7.0L,9.8L,5
1435,T-Systems,Senior Data Engineer,7,21.2L,17.5L,23.5L,5
1436,NCR Corporation,Senior Data Engineer,4,16.0L,11.3L,22.6L,5
1437,BA Continuum,Senior Data Engineer,7,19.6L,17.4L,21.0L,5
1438,Softcrylic Technology Solutions,Senior Data Engineer,4,18.6L,10.0L,29.5L,5
1439,Rakuten,Senior Data Engineer,5,23.2L,16.6L,30.9L,5
1440,Honeywell Technology Solutions,Senior Data Engineer,2,22.5L,20.1L,24.0L,5
1441,GlobalLogic,Senior Data Engineer,3,17.3L,10.4L,23.1L,5
1442,Emirates Airlines,Senior Data Engineer,6,68.3L,20.0L,94.0L,5
1443,ValueLabs,Senior Data Engineer,5,19.5L,15.0L,21.7L,5
1444,GEP Worldwide,Senior Data Engineer,4,15.5L,13.5L,17.5L,5
1445,Ameriprise Financial,Senior Data Engineer,3,11.7L,10.0L,15.0L,5
1446,Gartner India Research and Advisory Services,Senior Data Engineer,3,20.0L,16.5L,24.5L,5
1447,Information Evolution,Senior Data Engineer,3,3.4L,2.5L,4.3L,5
1448,Alliance Data,Senior Data Engineer,4,16.9L,14.5L,19.0L,5
1449,Franklin Templeton International Services,Senior Data Engineer,5,18.7L,14.2L,23.5L,5
1450,Boeing,Senior Data Engineer,7,22.2L,14.0L,27.0L,5
1451,Kloud 9,Senior Data Engineer,7,29.9L,24.0L,39.0L,5
1452,Algonomy,Senior Data Engineer,8,15.2L,13.5L,16.3L,5
1453,Tavant Technologies,Senior Data Engineer,4,13.7L,10.5L,16.5L,5
1454,Cgi Group,Senior Data Engineer,5,12.0L,6.5L,15.4L,5
1455,Societe Generale,Senior Data Engineer,7,21.9L,12.5L,34.5L,5
1456,Mr Cooper,Senior Data Engineer,4,13.8L,9.0L,17.0L,5
1457,ValueMomentum,Senior Data Engineer,4,19.4L,12.0L,27.0L,5
1458,Clairvoyant India,Senior Data Engineer,5,16.1L,12.0L,20.0L,5
1459,Mercedes-Benz Research & Development India,Senior Data Engineer,3,26.2L,11.5L,60.0L,5
1460,Knoema IT Solutions,Senior Data Engineer,4,8.9L,5.3L,13.0L,5
1461,Evalueserve,Senior Data Engineer,4,12.5L,10.4L,17.4L,5
1462,Uber,Senior Data Engineer,7,66.3L,34.5L,93.0L,5
1463,GGK Technologies,Senior Data Engineer,5,11.2L,9.0L,14.5L,5
1464,Anju Software,Senior Data Engineer,4,16.9L,6.8L,20.0L,5
1465,phData,Senior Data Engineer,4,20.0L,16.0L,25.0L,5
1466,ACS Solution,Senior Data Engineer,3,15.2L,13.8L,16.4L,5
1467,MassMutual,Senior Data Engineer,6,19.3L,18.3L,21.0L,5
1468,ConcertAI,Senior Data Engineer,5,28.2L,22.0L,32.0L,5
1469,Onepoint IT Consulting,Senior Data Engineer,4,10.3L,9.6L,10.8L,4
1470,Sapient Global Markets,Senior Data Engineer,5,19.9L,15.0L,25.0L,4
1471,Marlabs,Senior Data Engineer,2,14.2L,6.7L,20.0L,4
1472,Red Hat,Senior Data Engineer,2,18.9L,11.8L,26.0L,4
1473,EXL Service,Senior Data Engineer,3,18.7L,13.0L,23.6L,4
1474,Advance Auto Parts,Senior Data Engineer,7,25.7L,24.0L,28.9L,4
1475,Telstra,Senior Data Engineer,7,27.6L,18.0L,32.0L,4
1476,GE Power,Senior Data Engineer,8,15.4L,11.0L,22.0L,4
1477,Epsilon,Senior Data Engineer,8,23.8L,16.5L,26.8L,4
1478,Cimpress,Senior Data Engineer,4,20.5L,15.0L,23.0L,4
1479,Senvion,Senior Data Engineer,4,12.7L,9.0L,16.0L,4
1480,USEReady,Senior Data Engineer,4,14.3L,9.4L,18.4L,4
1481,Milliman,Senior Data Engineer,5,19.5L,14.1L,25.0L,4
1482,Blackhawk Network,Senior Data Engineer,5,21.8L,16.4L,25.0L,4
1483,Wabtec,Senior Data Engineer,9,20.0L,19.0L,21.0L,4
1484,KrazyBee,Senior Data Engineer,3,10.3L,8.5L,15.7L,4
1485,Roche Diagnostics,Senior Data Engineer,5,33.1L,23.5L,43.0L,4
1486,Fidelity National Information Services,Senior Data Engineer,6,20.1L,12.0L,23.8L,4
1487,XL Health,Senior Data Engineer,4,9.9L,8.5L,12.0L,4
1488,ADP Solutions,Senior Data Engineer,4,14.3L,11.6L,19.0L,4
1489,Hexaware Technologies,Senior Data Engineer,8,18.4L,13.0L,22.8L,4
1490,Citibank,Senior Data Engineer,6,18.2L,14.0L,20.0L,4
1491,Akamai Technologies,Senior Data Engineer,5,24.1L,21.8L,25.1L,4
